2026-04-08 08:37:29,684 | INFO | Rewiring complete | nodes=37 | edges 84->92 (+8) | density 0.1261->0.1381 | avg_degree 4.54->4.97
2026-04-08 09:02:27,679 | INFO | Rewiring complete | nodes=35 | edges 70->77 (+7) | density 0.1176->0.1294 | avg_degree 4.00->4.40
2026-04-08 09:02:54,297 | INFO | Rewiring complete | nodes=16 | edges 29->34 (+5) | density 0.2417->0.2833 | avg_degree 3.62->4.25
2026-04-08 09:03:02,136 | INFO | Rewiring complete | nodes=26 | edges 49->54 (+5) | density 0.1508->0.1662 | avg_degree 3.77->4.15
2026-04-08 09:03:36,738 | INFO | Rewiring complete | nodes=51 | edges 95->104 (+9) | density 0.0745->0.0816 | avg_degree 3.73->4.08
2026-04-08 09:04:12,919 | INFO | Rewiring complete | nodes=52 | edges 98->107 (+9) | density 0.0739->0.0807 | avg_degree 3.77->4.12
2026-04-08 09:04:21,265 | INFO | Rewiring complete | nodes=25 | edges 47->52 (+5) | density 0.1567->0.1733 | avg_degree 3.76->4.16
2026-04-08 09:04:48,392 | INFO | Rewiring complete | nodes=27 | edges 51->56 (+5) | density 0.1453->0.1595 | avg_degree 3.78->4.15
2026-04-08 09:05:05,106 | INFO | Rewiring complete | nodes=42 | edges 74->81 (+7) | density 0.0859->0.0941 | avg_degree 3.52->3.86
2026-04-08 09:05:29,794 | INFO | Rewiring complete | nodes=46 | edges 90->99 (+9) | density 0.0870->0.0957 | avg_degree 3.91->4.30
2026-04-08 09:06:06,166 | INFO | Rewiring complete | nodes=96 | edges 121->133 (+12) | density 0.0265->0.0292 | avg_degree 2.52->2.77
2026-04-08 09:06:12,000 | INFO | Rewiring complete | nodes=12 | edges 22->27 (+5) | density 0.3333->0.4091 | avg_degree 3.67->4.50
2026-04-08 09:06:39,356 | INFO | Rewiring complete | nodes=22 | edges 46->51 (+5) | density 0.1991->0.2208 | avg_degree 4.18->4.64
2026-04-08 09:06:50,969 | INFO | Rewiring complete | nodes=42 | edges 82->90 (+8) | density 0.0952->0.1045 | avg_degree 3.90->4.29
2026-04-08 09:07:13,198 | INFO | Rewiring complete | nodes=14 | edges 29->34 (+5) | density 0.3187->0.3736 | avg_degree 4.14->4.86
2026-04-08 09:07:49,140 | INFO | Rewiring complete | nodes=90 | edges 127->139 (+12) | density 0.0317->0.0347 | avg_degree 2.82->3.09
2026-04-08 09:08:31,921 | INFO | Rewiring complete | nodes=14 | edges 31->36 (+5) | density 0.3407->0.3956 | avg_degree 4.43->5.14
2026-04-08 09:08:42,910 | INFO | Rewiring complete | nodes=14 | edges 33->38 (+5) | density 0.3626->0.4176 | avg_degree 4.71->5.43
2026-04-08 09:08:50,285 | INFO | Rewiring complete | nodes=32 | edges 47->52 (+5) | density 0.0948->0.1048 | avg_degree 2.94->3.25
2026-04-08 09:09:14,143 | INFO | Rewiring complete | nodes=11 | edges 23->28 (+5) | density 0.4182->0.5091 | avg_degree 4.18->5.09
2026-04-08 09:09:27,582 | INFO | Rewiring complete | nodes=26 | edges 37->42 (+5) | density 0.1138->0.1292 | avg_degree 2.85->3.23
2026-04-08 09:09:42,711 | INFO | Rewiring complete | nodes=11 | edges 20->25 (+5) | density 0.3636->0.4545 | avg_degree 3.64->4.55
2026-04-08 09:09:54,891 | INFO | Rewiring complete | nodes=14 | edges 25->30 (+5) | density 0.2747->0.3297 | avg_degree 3.57->4.29
2026-04-08 09:10:01,213 | INFO | Rewiring complete | nodes=18 | edges 35->40 (+5) | density 0.2288->0.2614 | avg_degree 3.89->4.44
2026-04-08 09:10:26,497 | INFO | Rewiring complete | nodes=16 | edges 32->37 (+5) | density 0.2667->0.3083 | avg_degree 4.00->4.62
2026-04-08 09:10:33,500 | INFO | Rewiring complete | nodes=17 | edges 34->39 (+5) | density 0.2500->0.2868 | avg_degree 4.00->4.59
2026-04-08 09:10:57,924 | INFO | Rewiring complete | nodes=32 | edges 51->56 (+5) | density 0.1028->0.1129 | avg_degree 3.19->3.50
2026-04-08 09:11:04,511 | INFO | Rewiring complete | nodes=13 | edges 26->31 (+5) | density 0.3333->0.3974 | avg_degree 4.00->4.77
2026-04-08 09:11:08,073 | INFO | Rewiring complete | nodes=3 | edges 3->3 (+0) | density 1.0000->1.0000 | avg_degree 2.00->2.00
2026-04-08 09:11:31,068 | INFO | Rewiring complete | nodes=22 | edges 40->45 (+5) | density 0.1732->0.1948 | avg_degree 3.64->4.09
2026-04-08 09:11:38,635 | INFO | Rewiring complete | nodes=16 | edges 36->41 (+5) | density 0.3000->0.3417 | avg_degree 4.50->5.12
2026-04-08 09:12:11,613 | INFO | Rewiring complete | nodes=38 | edges 82->90 (+8) | density 0.1166->0.1280 | avg_degree 4.32->4.74
2026-04-08 09:12:19,064 | INFO | Rewiring complete | nodes=13 | edges 28->33 (+5) | density 0.3590->0.4231 | avg_degree 4.31->5.08
2026-04-08 09:12:43,590 | INFO | Rewiring complete | nodes=12 | edges 24->29 (+5) | density 0.3636->0.4394 | avg_degree 4.00->4.83
2026-04-08 09:12:50,922 | INFO | Rewiring complete | nodes=14 | edges 29->34 (+5) | density 0.3187->0.3736 | avg_degree 4.14->4.86
2026-04-08 09:13:19,948 | INFO | Rewiring complete | nodes=39 | edges 61->67 (+6) | density 0.0823->0.0904 | avg_degree 3.13->3.44
2026-04-08 09:13:28,114 | INFO | Rewiring complete | nodes=19 | edges 35->40 (+5) | density 0.2047->0.2339 | avg_degree 3.68->4.21
2026-04-08 09:13:58,251 | INFO | Rewiring complete | nodes=20 | edges 39->44 (+5) | density 0.2053->0.2316 | avg_degree 3.90->4.40
2026-04-08 09:14:13,990 | INFO | Rewiring complete | nodes=39 | edges 87->95 (+8) | density 0.1174->0.1282 | avg_degree 4.46->4.87
2026-04-08 09:14:37,819 | INFO | Rewiring complete | nodes=40 | edges 84->92 (+8) | density 0.1077->0.1179 | avg_degree 4.20->4.60
2026-04-08 09:15:06,220 | INFO | Rewiring complete | nodes=39 | edges 80->88 (+8) | density 0.1080->0.1188 | avg_degree 4.10->4.51
2026-04-08 09:15:19,572 | INFO | Rewiring complete | nodes=39 | edges 82->90 (+8) | density 0.1107->0.1215 | avg_degree 4.21->4.62
2026-04-08 09:15:48,973 | INFO | Rewiring complete | nodes=29 | edges 41->46 (+5) | density 0.1010->0.1133 | avg_degree 2.83->3.17
2026-04-08 09:15:57,096 | INFO | Rewiring complete | nodes=22 | edges 40->45 (+5) | density 0.1732->0.1948 | avg_degree 3.64->4.09
2026-04-08 09:16:10,295 | INFO | Rewiring complete | nodes=11 | edges 22->27 (+5) | density 0.4000->0.4909 | avg_degree 4.00->4.91
2026-04-08 09:16:23,292 | INFO | Rewiring complete | nodes=8 | edges 16->21 (+5) | density 0.5714->0.7500 | avg_degree 4.00->5.25
2026-04-08 09:16:29,136 | INFO | Rewiring complete | nodes=13 | edges 22->27 (+5) | density 0.2821->0.3462 | avg_degree 3.38->4.15
2026-04-08 09:16:44,813 | INFO | Rewiring complete | nodes=18 | edges 33->38 (+5) | density 0.2157->0.2484 | avg_degree 3.67->4.22
2026-04-08 09:16:58,559 | INFO | Rewiring complete | nodes=12 | edges 22->27 (+5) | density 0.3333->0.4091 | avg_degree 3.67->4.50
2026-04-08 09:17:03,366 | INFO | Rewiring complete | nodes=8 | edges 15->20 (+5) | density 0.5357->0.7143 | avg_degree 3.75->5.00
2026-04-08 09:17:22,438 | INFO | Rewiring complete | nodes=40 | edges 63->69 (+6) | density 0.0808->0.0885 | avg_degree 3.15->3.45
2026-04-08 09:17:34,957 | INFO | Rewiring complete | nodes=12 | edges 25->30 (+5) | density 0.3788->0.4545 | avg_degree 4.17->5.00
2026-04-08 09:17:41,935 | INFO | Rewiring complete | nodes=22 | edges 48->53 (+5) | density 0.2078->0.2294 | avg_degree 4.36->4.82
2026-04-08 09:17:55,143 | INFO | Rewiring complete | nodes=22 | edges 42->47 (+5) | density 0.1818->0.2035 | avg_degree 3.82->4.27
2026-04-08 09:18:13,494 | INFO | Rewiring complete | nodes=18 | edges 32->37 (+5) | density 0.2092->0.2418 | avg_degree 3.56->4.11
2026-04-08 09:18:19,414 | INFO | Rewiring complete | nodes=12 | edges 22->27 (+5) | density 0.3333->0.4091 | avg_degree 3.67->4.50
2026-04-08 09:18:25,588 | INFO | Rewiring complete | nodes=17 | edges 36->41 (+5) | density 0.2647->0.3015 | avg_degree 4.24->4.82
2026-04-08 09:18:51,495 | INFO | Rewiring complete | nodes=14 | edges 26->31 (+5) | density 0.2857->0.3407 | avg_degree 3.71->4.43
2026-04-08 09:18:58,658 | INFO | Rewiring complete | nodes=22 | edges 36->41 (+5) | density 0.1558->0.1775 | avg_degree 3.27->3.73
2026-04-08 09:19:34,087 | INFO | Rewiring complete | nodes=43 | edges 94->103 (+9) | density 0.1041->0.1141 | avg_degree 4.37->4.79
2026-04-08 09:19:45,554 | INFO | Rewiring complete | nodes=42 | edges 84->92 (+8) | density 0.0976->0.1069 | avg_degree 4.00->4.38
2026-04-08 09:20:17,134 | INFO | Rewiring complete | nodes=44 | edges 94->103 (+9) | density 0.0994->0.1089 | avg_degree 4.27->4.68
2026-04-08 09:20:24,439 | INFO | Rewiring complete | nodes=24 | edges 41->46 (+5) | density 0.1486->0.1667 | avg_degree 3.42->3.83
2026-04-08 09:20:59,637 | INFO | Rewiring complete | nodes=48 | edges 99->108 (+9) | density 0.0878->0.0957 | avg_degree 4.12->4.50
2026-04-08 09:21:06,584 | INFO | Rewiring complete | nodes=25 | edges 46->51 (+5) | density 0.1533->0.1700 | avg_degree 3.68->4.08
2026-04-08 09:21:42,401 | INFO | Rewiring complete | nodes=46 | edges 96->105 (+9) | density 0.0928->0.1014 | avg_degree 4.17->4.57
2026-04-08 09:21:55,250 | INFO | Rewiring complete | nodes=48 | edges 98->107 (+9) | density 0.0869->0.0949 | avg_degree 4.08->4.46
2026-04-08 09:22:23,333 | INFO | Rewiring complete | nodes=25 | edges 43->48 (+5) | density 0.1433->0.1600 | avg_degree 3.44->3.84
2026-04-08 09:22:37,089 | INFO | Rewiring complete | nodes=48 | edges 96->105 (+9) | density 0.0851->0.0931 | avg_degree 4.00->4.38
2026-04-08 09:23:13,086 | INFO | Rewiring complete | nodes=44 | edges 96->105 (+9) | density 0.1015->0.1110 | avg_degree 4.36->4.77
2026-04-08 09:23:24,941 | INFO | Rewiring complete | nodes=42 | edges 88->96 (+8) | density 0.1022->0.1115 | avg_degree 4.19->4.57
2026-04-08 09:23:55,903 | INFO | Rewiring complete | nodes=40 | edges 59->64 (+5) | density 0.0756->0.0821 | avg_degree 2.95->3.20
2026-04-08 09:24:04,684 | INFO | Rewiring complete | nodes=38 | edges 60->66 (+6) | density 0.0853->0.0939 | avg_degree 3.16->3.47
2026-04-08 09:24:39,195 | INFO | Rewiring complete | nodes=40 | edges 81->89 (+8) | density 0.1038->0.1141 | avg_degree 4.05->4.45
2026-04-08 09:24:51,663 | INFO | Rewiring complete | nodes=41 | edges 86->94 (+8) | density 0.1049->0.1146 | avg_degree 4.20->4.59
2026-04-08 09:25:26,931 | INFO | Rewiring complete | nodes=42 | edges 94->103 (+9) | density 0.1092->0.1196 | avg_degree 4.48->4.90
2026-04-08 09:25:37,411 | INFO | Rewiring complete | nodes=40 | edges 91->100 (+9) | density 0.1167->0.1282 | avg_degree 4.55->5.00
2026-04-08 09:26:12,037 | INFO | Rewiring complete | nodes=44 | edges 95->104 (+9) | density 0.1004->0.1099 | avg_degree 4.32->4.73
2026-04-08 09:26:19,182 | INFO | Rewiring complete | nodes=24 | edges 40->45 (+5) | density 0.1449->0.1630 | avg_degree 3.33->3.75
2026-04-08 09:26:56,960 | INFO | Rewiring complete | nodes=44 | edges 94->103 (+9) | density 0.0994->0.1089 | avg_degree 4.27->4.68
2026-04-08 09:27:03,580 | INFO | Rewiring complete | nodes=20 | edges 39->44 (+5) | density 0.2053->0.2316 | avg_degree 3.90->4.40
