2026-04-08 08:48:36,901 | INFO | Rewiring complete | nodes=327 | edges 899->988 (+89) | density 0.0169->0.0185 | avg_degree 5.50->6.04
2026-04-08 08:58:43,122 | INFO | Rewiring complete | nodes=151 | edges 404->444 (+40) | density 0.0357->0.0392 | avg_degree 5.35->5.88
2026-04-08 08:59:15,038 | INFO | Rewiring complete | nodes=351 | edges 787->865 (+78) | density 0.0128->0.0141 | avg_degree 4.48->4.93
2026-04-08 08:59:58,824 | INFO | Rewiring complete | nodes=5748 | edges 14267->15693 (+1426) | density 0.0009->0.0010 | avg_degree 4.96->5.46
2026-04-08 09:00:35,496 | INFO | Rewiring complete | nodes=697 | edges 1721->1893 (+172) | density 0.0071->0.0078 | avg_degree 4.94->5.43
2026-04-08 09:01:13,831 | INFO | Rewiring complete | nodes=340 | edges 893->982 (+89) | density 0.0155->0.0170 | avg_degree 5.25->5.78
2026-04-08 09:01:45,696 | INFO | Rewiring complete | nodes=68 | edges 148->162 (+14) | density 0.0650->0.0711 | avg_degree 4.35->4.76
2026-04-08 09:02:19,233 | INFO | Rewiring complete | nodes=255 | edges 703->773 (+70) | density 0.0217->0.0239 | avg_degree 5.51->6.06
2026-04-08 09:02:54,492 | INFO | Rewiring complete | nodes=431 | edges 1162->1278 (+116) | density 0.0125->0.0138 | avg_degree 5.39->5.93
2026-04-08 09:03:36,895 | INFO | Rewiring complete | nodes=363 | edges 1030->1133 (+103) | density 0.0157->0.0172 | avg_degree 5.67->6.24
2026-04-08 09:04:13,264 | INFO | Rewiring complete | nodes=258 | edges 703->773 (+70) | density 0.0212->0.0233 | avg_degree 5.45->5.99
2026-04-08 09:04:48,672 | INFO | Rewiring complete | nodes=393 | edges 1161->1277 (+116) | density 0.0151->0.0166 | avg_degree 5.91->6.50
2026-04-08 09:05:29,882 | INFO | Rewiring complete | nodes=242 | edges 614->675 (+61) | density 0.0211->0.0231 | avg_degree 5.07->5.58
2026-04-08 09:06:06,349 | INFO | Rewiring complete | nodes=557 | edges 1497->1646 (+149) | density 0.0097->0.0106 | avg_degree 5.38->5.91
2026-04-08 09:06:39,731 | INFO | Rewiring complete | nodes=173 | edges 475->522 (+47) | density 0.0319->0.0351 | avg_degree 5.49->6.03
2026-04-08 09:07:14,172 | INFO | Rewiring complete | nodes=435 | edges 1237->1360 (+123) | density 0.0131->0.0144 | avg_degree 5.69->6.25
2026-04-08 09:07:49,275 | INFO | Rewiring complete | nodes=220 | edges 492->541 (+49) | density 0.0204->0.0225 | avg_degree 4.47->4.92
2026-04-08 09:08:43,174 | INFO | Rewiring complete | nodes=344 | edges 802->882 (+80) | density 0.0136->0.0150 | avg_degree 4.66->5.13
2026-04-08 09:09:15,243 | INFO | Rewiring complete | nodes=294 | edges 693->762 (+69) | density 0.0161->0.0177 | avg_degree 4.71->5.18
2026-04-08 09:09:55,144 | INFO | Rewiring complete | nodes=534 | edges 1217->1338 (+121) | density 0.0086->0.0094 | avg_degree 4.56->5.01
2026-04-08 09:10:28,120 | INFO | Rewiring complete | nodes=284 | edges 694->763 (+69) | density 0.0173->0.0190 | avg_degree 4.89->5.37
2026-04-08 09:10:59,143 | INFO | Rewiring complete | nodes=263 | edges 628->690 (+62) | density 0.0182->0.0200 | avg_degree 4.78->5.25
2026-04-08 09:11:31,214 | INFO | Rewiring complete | nodes=218 | edges 582->640 (+58) | density 0.0246->0.0271 | avg_degree 5.34->5.87
2026-04-08 09:12:11,960 | INFO | Rewiring complete | nodes=447 | edges 1382->1520 (+138) | density 0.0139->0.0152 | avg_degree 6.18->6.80
2026-04-08 09:12:45,891 | INFO | Rewiring complete | nodes=620 | edges 1355->1490 (+135) | density 0.0071->0.0078 | avg_degree 4.37->4.81
2026-04-08 09:13:21,428 | INFO | Rewiring complete | nodes=216 | edges 521->573 (+52) | density 0.0224->0.0247 | avg_degree 4.82->5.31
2026-04-08 09:13:58,616 | INFO | Rewiring complete | nodes=394 | edges 1101->1211 (+110) | density 0.0142->0.0156 | avg_degree 5.59->6.15
2026-04-08 09:14:37,895 | INFO | Rewiring complete | nodes=101 | edges 222->244 (+22) | density 0.0440->0.0483 | avg_degree 4.40->4.83
2026-04-08 09:15:09,783 | INFO | Rewiring complete | nodes=492 | edges 1197->1316 (+119) | density 0.0099->0.0109 | avg_degree 4.87->5.35
2026-04-08 09:15:50,352 | INFO | Rewiring complete | nodes=216 | edges 547->601 (+54) | density 0.0236->0.0259 | avg_degree 5.06->5.56
2026-04-08 09:16:24,047 | INFO | Rewiring complete | nodes=440 | edges 1043->1147 (+104) | density 0.0108->0.0119 | avg_degree 4.74->5.21
2026-04-08 09:16:59,152 | INFO | Rewiring complete | nodes=208 | edges 584->642 (+58) | density 0.0271->0.0298 | avg_degree 5.62->6.17
2026-04-08 09:17:35,885 | INFO | Rewiring complete | nodes=240 | edges 533->586 (+53) | density 0.0186->0.0204 | avg_degree 4.44->4.88
2026-04-08 09:18:14,178 | INFO | Rewiring complete | nodes=442 | edges 1069->1175 (+106) | density 0.0110->0.0121 | avg_degree 4.84->5.32
2026-04-08 09:18:51,717 | INFO | Rewiring complete | nodes=254 | edges 708->778 (+70) | density 0.0220->0.0242 | avg_degree 5.57->6.13
2026-04-08 09:19:34,393 | INFO | Rewiring complete | nodes=123 | edges 279->306 (+27) | density 0.0372->0.0408 | avg_degree 4.54->4.98
2026-04-08 09:20:17,356 | INFO | Rewiring complete | nodes=500 | edges 1154->1269 (+115) | density 0.0093->0.0102 | avg_degree 4.62->5.08
2026-04-08 09:20:59,658 | INFO | Rewiring complete | nodes=611 | edges 1879->2066 (+187) | density 0.0101->0.0111 | avg_degree 6.15->6.76
2026-04-08 09:21:42,669 | INFO | Rewiring complete | nodes=302 | edges 740->814 (+74) | density 0.0163->0.0179 | avg_degree 4.90->5.39
2026-04-08 09:22:23,569 | INFO | Rewiring complete | nodes=290 | edges 653->718 (+65) | density 0.0156->0.0171 | avg_degree 4.50->4.95
2026-04-08 09:23:13,475 | INFO | Rewiring complete | nodes=241 | edges 646->710 (+64) | density 0.0223->0.0246 | avg_degree 5.36->5.89
2026-04-08 09:23:56,252 | INFO | Rewiring complete | nodes=298 | edges 978->1075 (+97) | density 0.0221->0.0243 | avg_degree 6.56->7.21
2026-04-08 09:24:39,648 | INFO | Rewiring complete | nodes=498 | edges 1199->1318 (+119) | density 0.0097->0.0107 | avg_degree 4.82->5.29
2026-04-08 09:25:26,959 | INFO | Rewiring complete | nodes=165 | edges 419->460 (+41) | density 0.0310->0.0340 | avg_degree 5.08->5.58
2026-04-08 09:26:11,939 | INFO | Rewiring complete | nodes=346 | edges 972->1069 (+97) | density 0.0163->0.0179 | avg_degree 5.62->6.18
2026-04-08 09:26:57,108 | INFO | Rewiring complete | nodes=138 | edges 347->381 (+34) | density 0.0367->0.0403 | avg_degree 5.03->5.52
2026-04-08 09:27:39,147 | INFO | Rewiring complete | nodes=355 | edges 837->920 (+83) | density 0.0133->0.0146 | avg_degree 4.72->5.18
2026-04-08 09:28:25,579 | INFO | Rewiring complete | nodes=168 | edges 423->465 (+42) | density 0.0302->0.0331 | avg_degree 5.04->5.54
2026-04-08 09:29:06,733 | INFO | Rewiring complete | nodes=355 | edges 985->1083 (+98) | density 0.0157->0.0172 | avg_degree 5.55->6.10
2026-04-08 09:29:56,054 | INFO | Rewiring complete | nodes=252 | edges 599->658 (+59) | density 0.0189->0.0208 | avg_degree 4.75->5.22
2026-04-08 09:30:40,452 | INFO | Rewiring complete | nodes=775 | edges 2093->2302 (+209) | density 0.0070->0.0077 | avg_degree 5.40->5.94
2026-04-08 09:31:28,994 | INFO | Rewiring complete | nodes=349 | edges 854->939 (+85) | density 0.0141->0.0155 | avg_degree 4.89->5.38
2026-04-08 09:32:09,654 | INFO | Rewiring complete | nodes=144 | edges 331->364 (+33) | density 0.0321->0.0354 | avg_degree 4.60->5.06
2026-04-08 09:32:55,899 | INFO | Rewiring complete | nodes=384 | edges 954->1049 (+95) | density 0.0130->0.0143 | avg_degree 4.97->5.46
2026-04-08 09:33:40,168 | INFO | Rewiring complete | nodes=390 | edges 864->950 (+86) | density 0.0114->0.0125 | avg_degree 4.43->4.87
2026-04-08 09:34:17,146 | INFO | Rewiring complete | nodes=540 | edges 1264->1390 (+126) | density 0.0087->0.0096 | avg_degree 4.68->5.15
2026-04-08 09:35:01,421 | INFO | Rewiring complete | nodes=124 | edges 295->324 (+29) | density 0.0387->0.0425 | avg_degree 4.76->5.23
2026-04-08 09:35:42,537 | INFO | Rewiring complete | nodes=274 | edges 619->680 (+61) | density 0.0166->0.0182 | avg_degree 4.52->4.96
2026-04-08 09:36:23,576 | INFO | Rewiring complete | nodes=381 | edges 1027->1129 (+102) | density 0.0142->0.0156 | avg_degree 5.39->5.93
2026-04-08 09:37:09,115 | INFO | Rewiring complete | nodes=224 | edges 613->674 (+61) | density 0.0245->0.0270 | avg_degree 5.47->6.02
2026-04-08 09:37:58,866 | INFO | Rewiring complete | nodes=80 | edges 177->194 (+17) | density 0.0560->0.0614 | avg_degree 4.42->4.85
2026-04-08 09:38:39,568 | INFO | Rewiring complete | nodes=1021 | edges 2889->3177 (+288) | density 0.0055->0.0061 | avg_degree 5.66->6.22
2026-04-08 09:39:19,700 | INFO | Rewiring complete | nodes=182 | edges 492->541 (+49) | density 0.0299->0.0328 | avg_degree 5.41->5.95
2026-04-08 09:40:07,313 | INFO | Rewiring complete | nodes=292 | edges 770->847 (+77) | density 0.0181->0.0199 | avg_degree 5.27->5.80
2026-04-08 09:40:49,837 | INFO | Rewiring complete | nodes=275 | edges 660->726 (+66) | density 0.0175->0.0193 | avg_degree 4.80->5.28
2026-04-08 09:41:33,653 | INFO | Rewiring complete | nodes=329 | edges 756->831 (+75) | density 0.0140->0.0154 | avg_degree 4.60->5.05
2026-04-08 09:42:16,029 | INFO | Rewiring complete | nodes=314 | edges 731->804 (+73) | density 0.0149->0.0164 | avg_degree 4.66->5.12
2026-04-08 09:42:57,756 | INFO | Rewiring complete | nodes=481 | edges 1146->1260 (+114) | density 0.0099->0.0109 | avg_degree 4.77->5.24
2026-04-08 09:43:40,003 | INFO | Rewiring complete | nodes=255 | edges 580->638 (+58) | density 0.0179->0.0197 | avg_degree 4.55->5.00
2026-04-08 09:44:18,797 | INFO | Rewiring complete | nodes=291 | edges 667->733 (+66) | density 0.0158->0.0174 | avg_degree 4.58->5.04
2026-04-08 09:44:54,188 | INFO | Rewiring complete | nodes=95 | edges 184->202 (+18) | density 0.0412->0.0452 | avg_degree 3.87->4.25
2026-04-08 09:45:38,123 | INFO | Rewiring complete | nodes=388 | edges 967->1063 (+96) | density 0.0129->0.0142 | avg_degree 4.98->5.48
2026-04-08 09:46:21,971 | INFO | Rewiring complete | nodes=504 | edges 1160->1276 (+116) | density 0.0092->0.0101 | avg_degree 4.60->5.06
2026-04-08 09:47:06,118 | INFO | Rewiring complete | nodes=336 | edges 795->874 (+79) | density 0.0141->0.0155 | avg_degree 4.73->5.20
2026-04-08 09:47:48,957 | INFO | Rewiring complete | nodes=361 | edges 811->892 (+81) | density 0.0125->0.0137 | avg_degree 4.49->4.94
2026-04-08 09:48:27,676 | INFO | Rewiring complete | nodes=499 | edges 1575->1732 (+157) | density 0.0127->0.0139 | avg_degree 6.31->6.94
2026-04-08 09:49:07,063 | INFO | Rewiring complete | nodes=383 | edges 1144->1258 (+114) | density 0.0156->0.0172 | avg_degree 5.97->6.57
2026-04-08 09:49:49,623 | INFO | Rewiring complete | nodes=416 | edges 1331->1464 (+133) | density 0.0154->0.0170 | avg_degree 6.40->7.04
2026-04-08 09:50:32,420 | INFO | Rewiring complete | nodes=413 | edges 1131->1244 (+113) | density 0.0133->0.0146 | avg_degree 5.48->6.02
2026-04-08 09:51:12,834 | INFO | Rewiring complete | nodes=212 | edges 494->543 (+49) | density 0.0221->0.0243 | avg_degree 4.66->5.12
2026-04-08 09:51:58,377 | INFO | Rewiring complete | nodes=152 | edges 380->418 (+38) | density 0.0331->0.0364 | avg_degree 5.00->5.50
2026-04-08 09:52:38,536 | INFO | Rewiring complete | nodes=166 | edges 443->487 (+44) | density 0.0323->0.0356 | avg_degree 5.34->5.87
2026-04-08 09:53:20,867 | INFO | Rewiring complete | nodes=349 | edges 1005->1105 (+100) | density 0.0165->0.0182 | avg_degree 5.76->6.33
2026-04-08 09:54:04,489 | INFO | Rewiring complete | nodes=306 | edges 728->800 (+72) | density 0.0156->0.0171 | avg_degree 4.76->5.23
2026-04-08 09:54:47,331 | INFO | Rewiring complete | nodes=561 | edges 1422->1564 (+142) | density 0.0091->0.0100 | avg_degree 5.07->5.58
2026-04-08 09:55:30,458 | INFO | Rewiring complete | nodes=265 | edges 647->711 (+64) | density 0.0185->0.0203 | avg_degree 4.88->5.37
2026-04-08 09:56:18,141 | INFO | Rewiring complete | nodes=372 | edges 999->1098 (+99) | density 0.0145->0.0159 | avg_degree 5.37->5.90
2026-04-08 09:57:03,118 | INFO | Rewiring complete | nodes=423 | edges 1192->1311 (+119) | density 0.0134->0.0147 | avg_degree 5.64->6.20
2026-04-08 09:57:46,968 | INFO | Rewiring complete | nodes=574 | edges 1355->1490 (+135) | density 0.0082->0.0091 | avg_degree 4.72->5.19
2026-04-08 09:58:30,950 | INFO | Rewiring complete | nodes=130 | edges 292->321 (+29) | density 0.0348->0.0383 | avg_degree 4.49->4.94
2026-04-08 09:59:16,613 | INFO | Rewiring complete | nodes=483 | edges 1137->1250 (+113) | density 0.0098->0.0107 | avg_degree 4.71->5.18
2026-04-08 10:00:01,999 | INFO | Rewiring complete | nodes=132 | edges 315->346 (+31) | density 0.0364->0.0400 | avg_degree 4.77->5.24
2026-04-08 10:00:47,123 | INFO | Rewiring complete | nodes=394 | edges 1137->1250 (+113) | density 0.0147->0.0161 | avg_degree 5.77->6.35
2026-04-08 10:01:33,636 | INFO | Rewiring complete | nodes=483 | edges 1520->1672 (+152) | density 0.0131->0.0144 | avg_degree 6.29->6.92
2026-04-08 10:02:13,565 | INFO | Rewiring complete | nodes=266 | edges 631->694 (+63) | density 0.0179->0.0197 | avg_degree 4.74->5.22
2026-04-08 10:03:01,983 | INFO | Rewiring complete | nodes=347 | edges 853->938 (+85) | density 0.0142->0.0156 | avg_degree 4.92->5.41
2026-04-08 10:03:52,592 | INFO | Rewiring complete | nodes=334 | edges 761->837 (+76) | density 0.0137->0.0151 | avg_degree 4.56->5.01
2026-04-08 10:04:37,168 | INFO | Rewiring complete | nodes=336 | edges 946->1040 (+94) | density 0.0168->0.0185 | avg_degree 5.63->6.19
2026-04-08 10:05:21,373 | INFO | Rewiring complete | nodes=268 | edges 588->646 (+58) | density 0.0164->0.0181 | avg_degree 4.39->4.82
2026-04-08 10:06:02,875 | INFO | Rewiring complete | nodes=316 | edges 748->822 (+74) | density 0.0150->0.0165 | avg_degree 4.73->5.20
2026-04-08 10:06:51,145 | INFO | Rewiring complete | nodes=455 | edges 1120->1232 (+112) | density 0.0108->0.0119 | avg_degree 4.92->5.42
2026-04-08 10:07:34,651 | INFO | Rewiring complete | nodes=296 | edges 793->872 (+79) | density 0.0182->0.0200 | avg_degree 5.36->5.89
2026-04-08 10:08:20,523 | INFO | Rewiring complete | nodes=317 | edges 875->962 (+87) | density 0.0175->0.0192 | avg_degree 5.52->6.07
2026-04-08 10:09:01,697 | INFO | Rewiring complete | nodes=316 | edges 783->861 (+78) | density 0.0157->0.0173 | avg_degree 4.96->5.45
2026-04-08 10:09:47,629 | INFO | Rewiring complete | nodes=392 | edges 1071->1178 (+107) | density 0.0140->0.0154 | avg_degree 5.46->6.01
2026-04-08 10:10:36,164 | INFO | Rewiring complete | nodes=399 | edges 939->1032 (+93) | density 0.0118->0.0130 | avg_degree 4.71->5.17
2026-04-08 10:11:20,989 | INFO | Rewiring complete | nodes=207 | edges 549->603 (+54) | density 0.0257->0.0283 | avg_degree 5.30->5.83
2026-04-08 10:12:02,199 | INFO | Rewiring complete | nodes=243 | edges 674->741 (+67) | density 0.0229->0.0252 | avg_degree 5.55->6.10
2026-04-08 10:12:51,586 | INFO | Rewiring complete | nodes=363 | edges 1066->1172 (+106) | density 0.0162->0.0178 | avg_degree 5.87->6.46
2026-04-08 10:13:33,192 | INFO | Rewiring complete | nodes=119 | edges 335->368 (+33) | density 0.0477->0.0524 | avg_degree 5.63->6.18
2026-04-08 10:14:13,910 | INFO | Rewiring complete | nodes=269 | edges 780->858 (+78) | density 0.0216->0.0238 | avg_degree 5.80->6.38
2026-04-08 10:14:51,782 | INFO | Rewiring complete | nodes=214 | edges 477->524 (+47) | density 0.0209->0.0230 | avg_degree 4.46->4.90
2026-04-08 10:15:30,319 | INFO | Rewiring complete | nodes=241 | edges 553->608 (+55) | density 0.0191->0.0210 | avg_degree 4.59->5.05
2026-04-08 10:16:09,134 | INFO | Rewiring complete | nodes=58 | edges 154->169 (+15) | density 0.0932->0.1022 | avg_degree 5.31->5.83
2026-04-08 10:16:53,470 | INFO | Rewiring complete | nodes=252 | edges 681->749 (+68) | density 0.0215->0.0237 | avg_degree 5.40->5.94
2026-04-08 10:17:34,986 | INFO | Rewiring complete | nodes=316 | edges 806->886 (+80) | density 0.0162->0.0178 | avg_degree 5.10->5.61
2026-04-08 10:18:15,242 | INFO | Rewiring complete | nodes=177 | edges 394->433 (+39) | density 0.0253->0.0278 | avg_degree 4.45->4.89
2026-04-08 10:18:56,534 | INFO | Rewiring complete | nodes=296 | edges 879->966 (+87) | density 0.0201->0.0221 | avg_degree 5.94->6.53
2026-04-08 10:19:37,272 | INFO | Rewiring complete | nodes=534 | edges 1276->1403 (+127) | density 0.0090->0.0099 | avg_degree 4.78->5.25
2026-04-08 10:20:14,988 | INFO | Rewiring complete | nodes=158 | edges 360->396 (+36) | density 0.0290->0.0319 | avg_degree 4.56->5.01
2026-04-08 10:20:57,323 | INFO | Rewiring complete | nodes=102 | edges 259->284 (+25) | density 0.0503->0.0551 | avg_degree 5.08->5.57
2026-04-08 10:21:35,262 | INFO | Rewiring complete | nodes=364 | edges 915->1006 (+91) | density 0.0138->0.0152 | avg_degree 5.03->5.53
2026-04-08 10:22:16,822 | INFO | Rewiring complete | nodes=560 | edges 1355->1490 (+135) | density 0.0087->0.0095 | avg_degree 4.84->5.32
2026-04-08 10:23:03,049 | INFO | Rewiring complete | nodes=322 | edges 882->970 (+88) | density 0.0171->0.0188 | avg_degree 5.48->6.02
2026-04-08 10:23:48,123 | INFO | Rewiring complete | nodes=288 | edges 645->709 (+64) | density 0.0156->0.0172 | avg_degree 4.48->4.92
2026-04-08 10:24:23,786 | INFO | Rewiring complete | nodes=414 | edges 1044->1148 (+104) | density 0.0122->0.0134 | avg_degree 5.04->5.55
2026-04-08 10:25:01,887 | INFO | Rewiring complete | nodes=288 | edges 757->832 (+75) | density 0.0183->0.0201 | avg_degree 5.26->5.78
2026-04-08 10:25:40,157 | INFO | Rewiring complete | nodes=404 | edges 1160->1276 (+116) | density 0.0142->0.0157 | avg_degree 5.74->6.32
2026-04-08 10:26:22,406 | INFO | Rewiring complete | nodes=327 | edges 753->828 (+75) | density 0.0141->0.0155 | avg_degree 4.61->5.06
2026-04-08 10:27:03,174 | INFO | Rewiring complete | nodes=99 | edges 317->348 (+31) | density 0.0653->0.0717 | avg_degree 6.40->7.03
2026-04-08 10:27:46,249 | INFO | Rewiring complete | nodes=334 | edges 969->1065 (+96) | density 0.0174->0.0192 | avg_degree 5.80->6.38
2026-04-08 10:28:25,134 | INFO | Rewiring complete | nodes=406 | edges 1250->1375 (+125) | density 0.0152->0.0167 | avg_degree 6.16->6.77
2026-04-08 10:29:05,946 | INFO | Rewiring complete | nodes=310 | edges 746->820 (+74) | density 0.0156->0.0171 | avg_degree 4.81->5.29
2026-04-08 10:29:45,509 | INFO | Rewiring complete | nodes=241 | edges 623->685 (+62) | density 0.0215->0.0237 | avg_degree 5.17->5.68
2026-04-08 10:30:24,957 | INFO | Rewiring complete | nodes=405 | edges 884->972 (+88) | density 0.0108->0.0119 | avg_degree 4.37->4.80
2026-04-08 10:31:03,792 | INFO | Rewiring complete | nodes=292 | edges 794->873 (+79) | density 0.0187->0.0205 | avg_degree 5.44->5.98
2026-04-08 10:31:43,569 | INFO | Rewiring complete | nodes=278 | edges 647->711 (+64) | density 0.0168->0.0185 | avg_degree 4.65->5.12
2026-04-08 10:32:26,102 | INFO | Rewiring complete | nodes=580 | edges 1394->1533 (+139) | density 0.0083->0.0091 | avg_degree 4.81->5.29
2026-04-08 10:33:07,147 | INFO | Rewiring complete | nodes=272 | edges 641->705 (+64) | density 0.0174->0.0191 | avg_degree 4.71->5.18
2026-04-08 10:33:46,510 | INFO | Rewiring complete | nodes=208 | edges 467->513 (+46) | density 0.0217->0.0238 | avg_degree 4.49->4.93
2026-04-08 10:34:26,360 | INFO | Rewiring complete | nodes=383 | edges 928->1020 (+92) | density 0.0127->0.0139 | avg_degree 4.85->5.33
2026-04-08 10:35:03,789 | INFO | Rewiring complete | nodes=729 | edges 1999->2198 (+199) | density 0.0075->0.0083 | avg_degree 5.48->6.03
2026-04-08 10:35:46,132 | INFO | Rewiring complete | nodes=660 | edges 1540->1694 (+154) | density 0.0071->0.0078 | avg_degree 4.67->5.13
2026-04-08 10:36:30,266 | INFO | Rewiring complete | nodes=410 | edges 970->1067 (+97) | density 0.0116->0.0127 | avg_degree 4.73->5.20
2026-04-08 10:37:16,443 | INFO | Rewiring complete | nodes=295 | edges 741->815 (+74) | density 0.0171->0.0188 | avg_degree 5.02->5.53
2026-04-08 10:37:54,552 | INFO | Rewiring complete | nodes=419 | edges 1116->1227 (+111) | density 0.0127->0.0140 | avg_degree 5.33->5.86
2026-04-08 10:38:34,256 | INFO | Rewiring complete | nodes=402 | edges 936->1029 (+93) | density 0.0116->0.0128 | avg_degree 4.66->5.12
2026-04-08 10:39:13,228 | INFO | Rewiring complete | nodes=309 | edges 806->886 (+80) | density 0.0169->0.0186 | avg_degree 5.22->5.73
2026-04-08 10:39:58,633 | INFO | Rewiring complete | nodes=553 | edges 1597->1756 (+159) | density 0.0105->0.0115 | avg_degree 5.78->6.35
2026-04-08 10:40:40,252 | INFO | Rewiring complete | nodes=411 | edges 1260->1386 (+126) | density 0.0150->0.0165 | avg_degree 6.13->6.74
2026-04-08 10:41:20,836 | INFO | Rewiring complete | nodes=124 | edges 317->348 (+31) | density 0.0416->0.0456 | avg_degree 5.11->5.61
2026-04-08 10:42:01,335 | INFO | Rewiring complete | nodes=230 | edges 602->662 (+60) | density 0.0229->0.0251 | avg_degree 5.23->5.76
2026-04-08 10:42:42,526 | INFO | Rewiring complete | nodes=267 | edges 779->856 (+77) | density 0.0219->0.0241 | avg_degree 5.84->6.41
2026-04-08 10:43:24,433 | INFO | Rewiring complete | nodes=323 | edges 716->787 (+71) | density 0.0138->0.0151 | avg_degree 4.43->4.87
2026-04-08 10:44:08,202 | INFO | Rewiring complete | nodes=129 | edges 309->339 (+30) | density 0.0374->0.0411 | avg_degree 4.79->5.26
2026-04-08 10:44:51,173 | INFO | Rewiring complete | nodes=269 | edges 763->839 (+76) | density 0.0212->0.0233 | avg_degree 5.67->6.24
2026-04-08 10:45:27,485 | INFO | Rewiring complete | nodes=118 | edges 229->251 (+22) | density 0.0332->0.0364 | avg_degree 3.88->4.25
2026-04-08 10:46:07,744 | INFO | Rewiring complete | nodes=234 | edges 627->689 (+62) | density 0.0230->0.0253 | avg_degree 5.36->5.89
2026-04-08 10:46:46,360 | INFO | Rewiring complete | nodes=136 | edges 282->310 (+28) | density 0.0307->0.0338 | avg_degree 4.15->4.56
2026-04-08 10:47:25,065 | INFO | Rewiring complete | nodes=436 | edges 1153->1268 (+115) | density 0.0122->0.0134 | avg_degree 5.29->5.82
2026-04-08 10:48:04,048 | INFO | Rewiring complete | nodes=212 | edges 501->551 (+50) | density 0.0224->0.0246 | avg_degree 4.73->5.20
2026-04-08 10:48:44,829 | INFO | Rewiring complete | nodes=214 | edges 605->665 (+60) | density 0.0265->0.0292 | avg_degree 5.65->6.21
2026-04-08 10:49:26,750 | INFO | Rewiring complete | nodes=156 | edges 444->488 (+44) | density 0.0367->0.0404 | avg_degree 5.69->6.26
2026-04-08 10:50:05,521 | INFO | Rewiring complete | nodes=158 | edges 336->369 (+33) | density 0.0271->0.0298 | avg_degree 4.25->4.67
2026-04-08 10:50:45,977 | INFO | Rewiring complete | nodes=183 | edges 471->518 (+47) | density 0.0283->0.0311 | avg_degree 5.15->5.66
2026-04-08 10:51:27,764 | INFO | Rewiring complete | nodes=446 | edges 1274->1401 (+127) | density 0.0128->0.0141 | avg_degree 5.71->6.28
2026-04-08 10:52:14,059 | INFO | Rewiring complete | nodes=484 | edges 1128->1240 (+112) | density 0.0097->0.0106 | avg_degree 4.66->5.12
2026-04-08 10:52:52,482 | INFO | Rewiring complete | nodes=510 | edges 2278->2505 (+227) | density 0.0176->0.0193 | avg_degree 8.93->9.82
2026-04-08 10:53:31,356 | INFO | Rewiring complete | nodes=538 | edges 1839->2022 (+183) | density 0.0127->0.0140 | avg_degree 6.84->7.52
